user_analysis_id,gender,years_past_phd,prop_submitted_to_eso,eso_opc_served,other_tac_served,ease_of_use,time_spent,time_spent_expertise,appropriate_criteria,non_expert_review_satisfaction,helpful_comments,appropriate_comments,comment_opc_compare,application_of_dpr,dpr_fast_track,confidentiality_concern,no_of_reviewers,bias_robustness
u738,Female,Between 4 and 12 years,More than 10 proposals,Never; I have not yet been on the OPC.,I have served on multiple time allocation committees for various facilities.,"Easy, no problems in usage",Between 30 and 45 minutes,Less time on proposals for which I am an expert,Somewhat appropriate; the criteria can be clarified but were applicable,Mostly; I sometimes missed the expertise but was still able to evaluate fairly,Somewhat; some comments might help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were less helpful; the OPC edited comments were better.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I have no strong opinion on this point.
u229,Male,Between 4 and 12 years,More than 10 proposals,Never; I have not yet been on the OPC.,I have served on multiple time allocation committees for various facilities.,"Easy, no problems in usage",Over 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Not satisfactorily; I might have unintentionally provided an unfair evaluation,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I have concerns with distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I think that external experts (non-ESO facility users) are critical to the assessment of the proposals and must be added as reviewers.,I think that DPR review process is as robust against biases as the OPC review process.
u004,Female,Less than 4 years,More than 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Over 45 minutes,More time on proposals for which I am an expert,Fully appropriate; the criteria were clear and easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Somewhat; some comments might help me to strengthen my proposed project,Somewhat; several comments were unclear or not fully appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I have concerns with distributed peer review being used for the 'Fast Track' calls.,I am more concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u854,Male,Less than 4 years,Less than 3 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Between 15 and 30 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,Of similar quality,"Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I think that the pool of eight peer reviewers (including some non-experts) are sufficient to assess the proposals.,I have no strong opinion on this point.
u400,Male,More than 12 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,I have served on a time allocation committee before.,"Easy, no problems in usage",Over 45 minutes,About the same,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I have concerns with distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is more robust against biases than the OPC review process.
u344,Male,Less than 4 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Between 15 and 30 minutes,More time on proposals for which I am an expert,Somewhat appropriate; the criteria can be clarified but were applicable,Somewhat; I struggled and might not always have been able to evaluate fairly,Not useful; the comments will not help me to improve my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours",I have concerns with distributed peer review being used for the 'Fast Track' calls.,I am more concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u620,Female,Between 4 and 12 years,More than 10 proposals,Never; I have not yet been on the OPC.,I have served on a time allocation committee before.,"Easy, no problems in usage",Over 45 minutes,Less time on proposals for which I am an expert,Fully appropriate; the criteria were clear and easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Somewhat; some comments might help me to strengthen my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I have no strong opinion on this point.,I think that DPR review process is as robust against biases as the OPC review process.
u665,Male,More than 12 years,More than 10 proposals,Never; I have not yet been on the OPC.,I have served on multiple time allocation committees for various facilities.,"Easy, no problems in usage",Between 15 and 30 minutes,Less time on proposals for which I am an expert,Somewhat appropriate; the criteria can be clarified but were applicable,Mostly; I sometimes missed the expertise but was still able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am more concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u778,Male,Less than 4 years,More than 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Over 45 minutes,About the same,Mostly appropriate; the criteria were clear but not easy to apply,Mostly; I sometimes missed the expertise but was still able to evaluate fairly,Fully; overall the comments will allow me to improve my proposed project,Fully; overall the comments were clear and appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I think that the pool of eight peer reviewers (including some non-experts) are sufficient to assess the proposals.,I think that DPR review process is more robust against biases than the OPC review process.
u208,Male,Less than 4 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Over 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Fully; overall the comments will allow me to improve my proposed project,Mostly; some comments were not fully clear but mostly appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I have no strong opinion on this point.,I think that external experts (non-ESO facility users) are critical to the assessment of the proposals and must be added as reviewers.,I think that DPR review process is more robust against biases than the OPC review process.
u512,Female,Negative; I don't have my PhD yet.,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Between 30 and 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Fully; overall the comments were clear and appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is more robust against biases than the OPC review process.
u119,Female,Between 4 and 12 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,I have served on a time allocation committee before.,"Easy, no problems in usage",Between 30 and 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Somewhat; some comments might help me to strengthen my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u932,Male,Negative; I don't have my PhD yet.,Less than 3 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Between 15 and 30 minutes,About the same,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Fully; overall the comments will allow me to improve my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I think that external experts (non-ESO facility users) are critical to the assessment of the proposals and must be added as reviewers.,I have no strong opinion on this point.
u511,Male,Less than 4 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Over 45 minutes,Less time on proposals for which I am an expert,Somewhat appropriate; the criteria can be clarified but were applicable,Not satisfactorily; I might have unintentionally provided an unfair evaluation,Fully; overall the comments will allow me to improve my proposed project,Fully; overall the comments were clear and appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I am indifferent.,I am more concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I have no strong opinion on this point.
u455,Male,Less than 4 years,Less than 3 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,Mostly easy; some improvements possible,Over 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Somewhat; some comments might help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u167,Female,More than 12 years,More than 10 proposals,I served as OPC panel member for one term.,I have served on multiple time allocation committees for various facilities.,Mostly easy; some improvements possible,Over 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Not satisfactorily; I might have unintentionally provided an unfair evaluation,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I have concerns with distributed peer review being used for the 'Fast Track' calls.,I have no strong opinion on this point.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
u568,Female,Between 4 and 12 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,This is my first experience reviewing observing proposals.,"Easy, no problems in usage",Between 15 and 30 minutes,More time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Not satisfactorily; I might have unintentionally provided an unfair evaluation,Mostly; several comments will help me to strengthen my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I have no strong opinion on this point.,I have no strong opinion on this point.,I think that DPR review process is more robust against biases than the OPC review process.
u481,Female,More than 12 years,More than 10 proposals,I served more than one term on the OPC.,I have served on multiple time allocation committees for various facilities.,"Easy, no problems in usage",Between 30 and 45 minutes,More time on proposals for which I am an expert,Fully appropriate; the criteria were clear and easy to apply,Mostly; I sometimes missed the expertise but was still able to evaluate fairly,Not useful; the comments will not help me to improve my proposed project,Somewhat; several comments were unclear or not fully appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours, Regular proposals, with total requested time between 1 and 100 hours, Large proposals, with total requested time more than 100 hours",I am indifferent.,I am more concerned about confidentiality issues in the DPR process than in the OPC process.,I think that the pool of eight peer reviewers (including some non-experts) are sufficient to assess the proposals.,I have no strong opinion on this point.
u675,Male,Between 4 and 12 years,More than 10 proposals,Never; I have not yet been on the OPC.,I have served on multiple time allocation committees for various facilities.,Rather difficult; some improvements needed,Between 30 and 45 minutes,Less time on proposals for which I am an expert,Mostly appropriate; the criteria were clear but not easy to apply,Mostly; I sometimes missed the expertise but was still able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,These raw comments were better; the OPC edited comments were less helpful.,"Short proposals, with total requested time less than 20 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,I think that the pool of eight peer reviewers (including some non-experts) are sufficient to assess the proposals.,I think that DPR review process is as robust against biases as the OPC review process.
u068,Male,More than 12 years,Between 3 and 10 proposals,Never; I have not yet been on the OPC.,I have served on a time allocation committee before.,"Easy, no problems in usage",Between 30 and 45 minutes,About the same,Fully appropriate; the criteria were clear and easy to apply,Somewhat; I struggled and might not always have been able to evaluate fairly,Mostly; several comments will help me to strengthen my proposed project,Mostly; some comments were not fully clear but mostly appropriate,Of similar quality,"Short proposals, with total requested time less than 20 hours",I would support distributed peer review being used for the 'Fast Track' calls.,I am neither more nor less concerned about confidentiality issues in the DPR process than in the OPC process.,"I think that the pool of eight peer reviewers are sufficient to assess the proposals, provided that they have some expertise in the field.",I think that DPR review process is as robust against biases as the OPC review process.
